fecha;aœo;mes;ciudad;zona;precipitacion_mm;temp_max;temp_min;humedad;viento_10m;presion;temp_media;rango_termico;indice_calor_aprox;evento_lluvia;humedad_alta;estacion;condicion_climatica
1/01/1981;1981;enero;Medell≠n;urbana;2,07;20,61;12,99;90,66;0,81;81,56;16,8;7,62;42,1508;VERDADERO;VERDADERO;seca_corta;lluvioso
2/01/1981;1981;enero;Envigado;mixta;0,93;20,31;12,7;89,39;0,96;81,58;16,505;7,61;41,3317;VERDADERO;VERDADERO;seca_corta;lluvioso
3/01/1981;1981;enero;Envigado;mixta;4,53;22,58;12,12;87,52;1,02;81,49;17,35;10,46;41,5176;VERDADERO;VERDADERO;seca_corta;lluvioso
4/01/1981;1981;enero;ItagÅ≠;urbana;1,72;22,73;12,54;83,95;0,8;81,5;17,635;10,19;40,7785;VERDADERO;FALSO;seca_corta;lluvioso
5/01/1981;1981;enero;ItagÅ≠;urbana;4,52;21,95;13,34;87,02;0,56;81,53;17,645;8,61;41,9696;VERDADERO;VERDADERO;seca_corta;lluvioso
6/01/1981;1981;enero;Sabaneta;suburbana;14,68;19,65;14,14;92,1;0,63;81,5;16,895;5,51;42,847;VERDADERO;VERDADERO;seca_corta;lluvioso
7/01/1981;1981;enero;Medell≠n;urbana;17,64;20,68;13,98;90,76;0,56;81,49;17,33;6,7;42,8888;VERDADERO;VERDADERO;seca_corta;lluvioso
8/01/1981;1981;enero;Envigado;mixta;1,9;19,12;13,56;90,59;0,85;81,56;16,34;5,56;41,6397;VERDADERO;VERDADERO;seca_corta;lluvioso
9/01/1981;1981;enero;Bello;montaœosa;0,53;20,5;13,35;89,47;0,73;81,52;16,925;7,15;41,9391;VERDADERO;VERDADERO;seca_corta;lluvioso
10/01/1981;1981;enero;Medell≠n;urbana;2,42;19,13;14,36;90,12;0,4;81,6;16,745;4,77;42,2046;VERDADERO;VERDADERO;seca_corta;lluvioso
11/01/1981;1981;enero;ItagÅ≠;urbana;1,16;21,99;12,67;85,06;0,63;81,53;17,33;9,32;40,9588;VERDADERO;VERDADERO;seca_corta;lluvioso
12/01/1981;1981;enero;Sabaneta;suburbana;0,42;21,61;12,75;86,49;0,74;81,44;17,18;8,86;41,2037;VERDADERO;VERDADERO;seca_corta;lluvioso
13/01/1981;1981;enero;Envigado;mixta;1,05;20,3;14,33;88,88;0,66;81,52;17,315;5,97;42,1834;VERDADERO;VERDADERO;seca_corta;lluvioso
14/01/1981;1981;enero;Envigado;mixta;0,77;22,21;12,32;87,06;0,71;81,57;17,265;9,89;41,4978;VERDADERO;VERDADERO;seca_corta;lluvioso
15/01/1981;1981;enero;Envigado;mixta;0,66;21,14;12,97;88,38;0,85;81,6;17,055;8,17;41,6254;VERDADERO;VERDADERO;seca_corta;lluvioso
16/01/1981;1981;enero;Envigado;mixta;3,17;22,44;12,61;86,45;1,01;81,55;17,525;9,83;41,3465;VERDADERO;VERDADERO;seca_corta;lluvioso
17/01/1981;1981;enero;ItagÅ≠;urbana;1,34;22,44;12,61;89,33;0,9;81,6;17,525;9,83;42,3739;VERDADERO;VERDADERO;seca_corta;lluvioso
18/01/1981;1981;enero;Medell≠n;urbana;1,53;22,42;12,56;88,48;0,84;81,63;17,49;9,86;42,1004;VERDADERO;VERDADERO;seca_corta;lluvioso
19/01/1981;1981;enero;Sabaneta;suburbana;0,87;22,73;13,06;84,74;0,84;81,59;17,895;9,67;41,2712;VERDADERO;FALSO;seca_corta;lluvioso
20/01/1981;1981;enero;ItagÅ≠;urbana;1;22,88;13,7;83,08;0,67;81,6;18,29;9,18;41,2374;VERDADERO;FALSO;seca_corta;lluvioso
21/01/1981;1981;enero;ItagÅ≠;urbana;1,19;22,73;12,44;82,08;0,76;81,63;17,585;10,29;40,1394;VERDADERO;FALSO;seca_corta;lluvioso
22/01/1981;1981;enero;Bello;montaœosa;2,16;22,38;12,06;84,83;0,83;81,64;17,22;10,32;40,6329;VERDADERO;FALSO;seca_corta;lluvioso
23/01/1981;1981;enero;Medell≠n;urbana;3,3;22,18;11,31;82,71;0,66;81,6;16,745;10,87;39,5773;VERDADERO;FALSO;seca_corta;lluvioso
24/01/1981;1981;enero;Sabaneta;suburbana;3,54;22,65;13,06;80,68;0,38;81,59;17,855;9,59;40,2134;VERDADERO;FALSO;seca_corta;lluvioso
25/01/1981;1981;enero;Envigado;mixta;2,32;20,43;13,79;87,66;0,43;81,61;17,11;6,64;41,7368;VERDADERO;VERDADERO;seca_corta;lluvioso
26/01/1981;1981;enero;Envigado;mixta;3,1;21,15;14,18;89,3;0,66;81,58;17,665;6,97;42,672;VERDADERO;VERDADERO;seca_corta;lluvioso
27/01/1981;1981;enero;ItagÅ≠;urbana;3,91;22,63;12,22;87,3;0,78;81,49;17,425;10,41;41,688;VERDADERO;VERDADERO;seca_corta;lluvioso
28/01/1981;1981;enero;Sabaneta;suburbana;7,31;20,83;14,38;92,28;0,69;81,53;17,605;6,45;43,5744;VERDADERO;VERDADERO;seca_corta;lluvioso
29/01/1981;1981;enero;ItagÅ≠;urbana;8,78;19,25;14,91;93,82;0,67;81,6;17,08;4,34;43,5716;VERDADERO;VERDADERO;seca_corta;lluvioso
30/01/1981;1981;enero;ItagÅ≠;urbana;5,15;19,07;13,86;91,64;0,72;81,59;16,465;5,21;42,2022;VERDADERO;VERDADERO;seca_corta;lluvioso
31/01/1981;1981;enero;ItagÅ≠;urbana;6,51;18,21;14,33;95,39;0,51;81,47;16,27;3,88;43,3917;VERDADERO;VERDADERO;seca_corta;lluvioso
1/02/1981;1981;febrero;Bello;montaœosa;7,84;19,03;13,28;92,63;0,73;81,51;16,155;5,75;42,2119;VERDADERO;VERDADERO;seca_corta;lluvioso
2/02/1981;1981;febrero;Medell≠n;urbana;4,35;21,54;13,73;86,77;0,62;81,64;17,635;7,81;41,8351;VERDADERO;VERDADERO;seca_corta;lluvioso
3/02/1981;1981;febrero;ItagÅ≠;urbana;13,92;22,37;14,09;88,1;0,62;81,61;18,23;8,28;42,869;VERDADERO;VERDADERO;seca_corta;lluvioso
4/02/1981;1981;febrero;Sabaneta;suburbana;8,66;19,42;13,54;91,36;0,75;81,5;16,48;5,88;42,1038;VERDADERO;VERDADERO;seca_corta;lluvioso
5/02/1981;1981;febrero;Medell≠n;urbana;8,69;18,95;13,69;90,91;0,53;81,58;16,32;5,26;41,9493;VERDADERO;VERDADERO;seca_corta;lluvioso
6/02/1981;1981;febrero;Sabaneta;suburbana;3,39;21,88;13,24;86,91;0,65;81,58;17,56;8,64;41,7853;VERDADERO;VERDADERO;seca_corta;lluvioso
7/02/1981;1981;febrero;Sabaneta;suburbana;7,06;21,15;14,32;89,3;0,31;81,59;17,735;6,83;42,987;VERDADERO;VERDADERO;seca_corta;lluvioso
8/02/1981;1981;febrero;Bello;montaœosa;5,54;20,79;14,63;90,01;0,58;81,57;17,71;6,16;43,0073;VERDADERO;VERDADERO;seca_corta;lluvioso
9/02/1981;1981;febrero;Envigado;mixta;2,67;20,45;14,86;92,55;0,67;81,58;17,655;5,59;43,7275;VERDADERO;VERDADERO;seca_corta;lluvioso
10/02/1981;1981;febrero;Medell≠n;urbana;2,34;23,02;13,97;85,1;0,92;81,5;18,495;9,05;41,934;VERDADERO;VERDADERO;seca_corta;lluvioso
11/02/1981;1981;febrero;Envigado;mixta;14;17,9;14,65;94,74;0,56;81,56;16,275;3,25;43,1472;VERDADERO;VERDADERO;seca_corta;lluvioso
12/02/1981;1981;febrero;Envigado;mixta;13,35;18,68;13,1;92,95;0,54;81,54;15,89;5,58;42,1855;VERDADERO;VERDADERO;seca_corta;lluvioso
13/02/1981;1981;febrero;Bello;montaœosa;6,32;21,17;13,59;86,57;0,28;81,57;17,38;7,58;41,7521;VERDADERO;VERDADERO;seca_corta;lluvioso
14/02/1981;1981;febrero;Medell≠n;urbana;0,84;21,85;13,73;86,38;0,82;81,5;17,79;8,12;41,7214;VERDADERO;VERDADERO;seca_corta;lluvioso
15/02/1981;1981;febrero;Sabaneta;suburbana;2,76;20,45;14,1;88,93;1,04;81,47;17,275;6,35;41,8939;VERDADERO;VERDADERO;seca_corta;lluvioso
16/02/1981;1981;febrero;ItagÅ≠;urbana;4,02;21,44;14,09;88,26;0,54;81,44;17,765;7,35;42,5128;VERDADERO;VERDADERO;seca_corta;lluvioso
17/02/1981;1981;febrero;Sabaneta;suburbana;2,23;21,31;15,17;86,62;0,71;81,4;18,24;6,14;42,3276;VERDADERO;VERDADERO;seca_corta;lluvioso
18/02/1981;1981;febrero;Envigado;mixta;10,87;21,53;14,21;89,27;0,71;81,43;17,87;7,32;42,8321;VERDADERO;VERDADERO;seca_corta;lluvioso
19/02/1981;1981;febrero;Envigado;mixta;19,96;22,33;14,76;87,05;0,52;81,47;18,545;7,57;42,9075;VERDADERO;VERDADERO;seca_corta;lluvioso
20/02/1981;1981;febrero;Envigado;mixta;10,01;18,39;14,89;93,4;0,66;81,46;16,64;3,5;43;VERDADERO;VERDADERO;seca_corta;lluvioso
21/02/1981;1981;febrero;Medell≠n;urbana;5,07;20,62;13,69;91,91;0,69;81,36;17,155;6,93;43,0023;VERDADERO;VERDADERO;seca_corta;lluvioso
22/02/1981;1981;febrero;Bello;montaœosa;13,49;21,64;14,48;90,47;0,56;81,31;18,06;7,16;43,5231;VERDADERO;VERDADERO;seca_corta;lluvioso
23/02/1981;1981;febrero;ItagÅ≠;urbana;6,69;22,34;15,04;88,2;0,68;81,36;18,69;7,3;43,32;VERDADERO;VERDADERO;seca_corta;lluvioso
24/02/1981;1981;febrero;ItagÅ≠;urbana;2,4;20,31;14,32;90,61;1,06;81,35;17,315;5,99;42,4743;VERDADERO;VERDADERO;seca_corta;lluvioso
25/02/1981;1981;febrero;Medell≠n;urbana;5,2;22,59;12,44;90,03;1,02;81,3;17,515;10,15;42,5109;VERDADERO;VERDADERO;seca_corta;lluvioso
26/02/1981;1981;febrero;ItagÅ≠;urbana;8,65;22,77;15,41;88,24;0,93;81,32;19,09;7,36;43,5582;VERDADERO;VERDADERO;seca_corta;lluvioso
27/02/1981;1981;febrero;Medell≠n;urbana;5,53;23,41;14,8;86,07;0,91;81,38;19,105;8,61;42,8711;VERDADERO;VERDADERO;seca_corta;lluvioso
28/02/1981;1981;febrero;Envigado;mixta;5,59;23,22;13,96;88,28;0,99;81,43;18,59;9,26;43,0294;VERDADERO;VERDADERO;seca_corta;lluvioso
1/03/1981;1981;marzo;Envigado;mixta;10,74;23,69;15,12;87,59;0,94;81,44;19,405;8,57;43,6517;VERDADERO;VERDADERO;seca_principal;lluvioso
2/03/1981;1981;marzo;Sabaneta;suburbana;2,79;23,45;15,27;88,32;0,68;81,46;19,36;8,18;44,0296;VERDADERO;VERDADERO;seca_principal;lluvioso
3/03/1981;1981;marzo;Envigado;mixta;7,7;23,85;15,37;88,19;0,82;81,46;19,61;8,48;44,1387;VERDADERO;VERDADERO;seca_principal;lluvioso
4/03/1981;1981;marzo;Bello;montaœosa;15,39;23,24;15,77;89,14;0,75;81,44;19,505;7,47;44,3962;VERDADERO;VERDADERO;seca_principal;lluvioso
5/03/1981;1981;marzo;Sabaneta;suburbana;17,96;23,88;15,78;86,75;0,6;81,46;19,83;8,1;44,0375;VERDADERO;VERDADERO;seca_principal;lluvioso
6/03/1981;1981;marzo;ItagÅ≠;urbana;32,61;19,02;15,56;94,33;0,54;81,53;17,29;3,46;44,0409;VERDADERO;VERDADERO;seca_principal;lluvioso
7/03/1981;1981;marzo;Bello;montaœosa;6,36;19,72;14,75;91,91;0,4;81,55;17,235;4,97;43,2853;VERDADERO;VERDADERO;seca_principal;lluvioso
8/03/1981;1981;marzo;Sabaneta;suburbana;41,12;19,05;14,56;93,45;0,61;81,6;16,805;4,49;43,2165;VERDADERO;VERDADERO;seca_principal;lluvioso
9/03/1981;1981;marzo;Bello;montaœosa;6,9;20,03;15,17;92,13;0,55;81,65;17,6;4,86;43,6179;VERDADERO;VERDADERO;seca_principal;lluvioso
10/03/1981;1981;marzo;Medell≠n;urbana;6,61;19,78;15,39;92,51;0,8;81,68;17,585;4,39;43,5533;VERDADERO;VERDADERO;seca_principal;lluvioso
11/03/1981;1981;marzo;ItagÅ≠;urbana;14,07;20,51;14,99;91,02;0,44;81,66;17,75;5,52;43,4786;VERDADERO;VERDADERO;seca_principal;lluvioso
12/03/1981;1981;marzo;Envigado;mixta;6,43;23,16;14,98;86,13;0,53;81,64;19,07;8,18;43,1219;VERDADERO;VERDADERO;seca_principal;lluvioso
13/03/1981;1981;marzo;Medell≠n;urbana;10,18;23,59;14,83;82,52;0,48;81,62;19,21;8,76;42,1056;VERDADERO;FALSO;seca_principal;lluvioso
14/03/1981;1981;marzo;ItagÅ≠;urbana;11,03;20,58;15,82;91,57;0,38;81,64;18,2;4,76;44,1521;VERDADERO;VERDADERO;seca_principal;lluvioso
15/03/1981;1981;marzo;Medell≠n;urbana;4,93;24,14;14,47;84,12;0,59;81,62;19,305;9,67;42,6516;VERDADERO;FALSO;seca_principal;lluvioso
16/03/1981;1981;marzo;Envigado;mixta;6,48;23,97;13,55;83,57;0,72;81,53;18,76;10,42;41,8341;VERDADERO;FALSO;seca_principal;lluvioso
17/03/1981;1981;marzo;ItagÅ≠;urbana;6,67;22,26;14,16;87,72;0,6;81,56;18,21;8,1;42,7376;VERDADERO;VERDADERO;seca_principal;lluvioso
18/03/1981;1981;marzo;Bello;montaœosa;3;22,83;14,24;83,93;0,52;81,6;18,535;8,59;41,8679;VERDADERO;FALSO;seca_principal;lluvioso
19/03/1981;1981;marzo;Bello;montaœosa;9,62;23,71;14,29;86,31;0,58;81,55;19;9,42;43,0763;VERDADERO;VERDADERO;seca_principal;lluvioso
20/03/1981;1981;marzo;ItagÅ≠;urbana;5,81;19,79;14,78;90,55;0,43;81,58;17,285;5,01;42,8655;VERDADERO;VERDADERO;seca_principal;lluvioso
21/03/1981;1981;marzo;Envigado;mixta;5,05;20,6;14,6;89,23;0,4;81,63;17,6;6;42,7659;VERDADERO;VERDADERO;seca_principal;lluvioso
22/03/1981;1981;marzo;Sabaneta;suburbana;9,2;22,72;14,32;89,2;0,44;81,64;18,52;8,4;43,648;VERDADERO;VERDADERO;seca_principal;lluvioso
23/03/1981;1981;marzo;ItagÅ≠;urbana;7,95;22,1;14,59;89,2;0,54;81,66;18,345;7,51;43,403;VERDADERO;VERDADERO;seca_principal;lluvioso
24/03/1981;1981;marzo;Medell≠n;urbana;3,62;22,24;13,33;87,1;0,79;81,66;17,785;8,91;41,975;VERDADERO;VERDADERO;seca_principal;lluvioso
25/03/1981;1981;marzo;Sabaneta;suburbana;3,08;20,79;14,26;89,5;0,57;81,65;17,525;6,53;42,661;VERDADERO;VERDADERO;seca_principal;lluvioso
26/03/1981;1981;marzo;Envigado;mixta;0,8;21,52;14,89;86,74;0,47;81,75;18,205;6,63;42,5002;VERDADERO;VERDADERO;seca_principal;lluvioso
27/03/1981;1981;marzo;Envigado;mixta;9,04;23,66;12,68;86,85;1,02;81,64;18,17;10,98;42,1165;VERDADERO;VERDADERO;seca_principal;lluvioso
28/03/1981;1981;marzo;Medell≠n;urbana;5,22;23,68;13,38;82,31;0,89;81,56;18,53;10,3;41,0693;VERDADERO;FALSO;seca_principal;lluvioso
29/03/1981;1981;marzo;Bello;montaœosa;4,01;23,32;13,97;85,47;0,68;81,57;18,645;9,35;42,3741;VERDADERO;VERDADERO;seca_principal;lluvioso
30/03/1981;1981;marzo;Envigado;mixta;1,84;23,25;13,64;85,75;0,84;81,62;18,445;9,61;42,1545;VERDADERO;VERDADERO;seca_principal;lluvioso
31/03/1981;1981;marzo;Sabaneta;suburbana;2,29;22,02;13,48;86,31;1,07;81,68;17,75;8,54;41,4833;VERDADERO;VERDADERO;seca_principal;lluvioso
1/04/1981;1981;abril;ItagÅ≠;urbana;4,95;23,74;13,75;85,01;1,08;81,62;18,745;9,99;42,0423;VERDADERO;VERDADERO;lluviosa;lluvioso
2/04/1981;1981;abril;Sabaneta;suburbana;6,67;23,84;14,6;88,4;0,88;81,48;19,22;9,24;43,776;VERDADERO;VERDADERO;lluviosa;lluvioso
3/04/1981;1981;abril;Sabaneta;suburbana;9,45;23,12;14,76;88,14;0,7;81,4;18,94;8,36;43,5362;VERDADERO;VERDADERO;lluviosa;lluvioso
4/04/1981;1981;abril;Bello;montaœosa;8,32;21,22;13,12;91,38;0,69;81,44;17,17;8,1;42,8424;VERDADERO;VERDADERO;lluviosa;lluvioso
5/04/1981;1981;abril;Sabaneta;suburbana;11,04;19,31;12,91;87,91;0,61;81,52;16,11;6,4;40,6933;VERDADERO;VERDADERO;lluviosa;lluvioso
6/04/1981;1981;abril;Bello;montaœosa;14,9;22,1;13,24;87;0,6;81,45;17,67;8,86;41,96;VERDADERO;VERDADERO;lluviosa;lluvioso
7/04/1981;1981;abril;Bello;montaœosa;4,71;22,66;14,91;89,93;0,78;81,37;18,785;7,75;43,9159;VERDADERO;VERDADERO;lluviosa;lluvioso
8/04/1981;1981;abril;Envigado;mixta;4,56;21,92;14,89;90,9;0,87;81,39;18,405;7,03;43,793;VERDADERO;VERDADERO;lluviosa;lluvioso
9/04/1981;1981;abril;Envigado;mixta;0,56;23,08;14,59;88,13;0,8;81,48;18,835;8,49;43,3579;VERDADERO;VERDADERO;lluviosa;lluvioso
10/04/1981;1981;abril;Medell≠n;urbana;10,76;21,57;14,19;90,58;0,95;81,45;17,88;7,38;43,1064;VERDADERO;VERDADERO;lluviosa;lluvioso
11/04/1981;1981;abril;Sabaneta;suburbana;12,81;22,69;14,91;89,13;0,56;81,42;18,8;7,78;43,8209;VERDADERO;VERDADERO;lluviosa;lluvioso
12/04/1981;1981;abril;Medell≠n;urbana;11,7;19,81;15,98;95,28;0,58;81,39;17,895;3,83;44,9314;VERDADERO;VERDADERO;lluviosa;lluvioso
13/04/1981;1981;abril;Sabaneta;suburbana;17,03;22,99;14,58;87,2;0,69;81,46;18,785;8,41;43,078;VERDADERO;VERDADERO;lluviosa;lluvioso
14/04/1981;1981;abril;Medell≠n;urbana;11,36;18,58;15,17;94,73;0,55;81,53;16,875;3,41;43,7509;VERDADERO;VERDADERO;lluviosa;lluvioso
15/04/1981;1981;abril;Envigado;mixta;5,93;19,43;14,9;92,52;0,7;81,57;17,165;4,53;43,2066;VERDADERO;VERDADERO;lluviosa;lluvioso
16/04/1981;1981;abril;Envigado;mixta;21,13;20,43;14,56;92,85;0,49;81,58;17,495;5,87;43,7925;VERDADERO;VERDADERO;lluviosa;lluvioso
17/04/1981;1981;abril;Envigado;mixta;35,56;20,46;14,84;91,08;0,77;81,6;17,65;5,62;43,1674;VERDADERO;VERDADERO;lluviosa;lluvioso
18/04/1981;1981;abril;Envigado;mixta;23,18;20,17;14,36;91,83;0,49;81,66;17,265;5,81;43,2259;VERDADERO;VERDADERO;lluviosa;lluvioso
19/04/1981;1981;abril;ItagÅ≠;urbana;2,14;19,46;14,32;92,48;0,99;81,66;16,89;5,14;42,7154;VERDADERO;VERDADERO;lluviosa;lluvioso
20/04/1981;1981;abril;Envigado;mixta;2,35;20,13;14,39;89,32;0,47;81,72;17,26;5,74;42,4066;VERDADERO;VERDADERO;lluviosa;lluvioso
21/04/1981;1981;abril;Bello;montaœosa;14,12;23,04;14,59;88,5;0,42;81,66;18,815;8,45;43,726;VERDADERO;VERDADERO;lluviosa;lluvioso
22/04/1981;1981;abril;Envigado;mixta;15,14;21,98;15,41;89,02;0,44;81,6;18,695;6,57;43,7636;VERDADERO;VERDADERO;lluviosa;lluvioso
23/04/1981;1981;abril;ItagÅ≠;urbana;10,5;20,55;15,43;92,8;0,54;81,45;17,99;5,12;44,236;VERDADERO;VERDADERO;lluviosa;lluvioso
24/04/1981;1981;abril;ItagÅ≠;urbana;6,97;21,4;14,73;92,14;0,63;81,37;18,065;6,67;44,0302;VERDADERO;VERDADERO;lluviosa;lluvioso
25/04/1981;1981;abril;ItagÅ≠;urbana;12,47;20,15;15,02;91,86;0,57;81,47;17,585;5,13;43,4998;VERDADERO;VERDADERO;lluviosa;lluvioso
26/04/1981;1981;abril;ItagÅ≠;urbana;24,82;21,13;14,91;92,12;0,63;81,52;18,02;6,22;43,9786;VERDADERO;VERDADERO;lluviosa;lluvioso
27/04/1981;1981;abril;Medell≠n;urbana;10,45;18,16;14,36;95,44;1,03;81,57;16,26;3,8;43,0342;VERDADERO;VERDADERO;lluviosa;lluvioso
28/04/1981;1981;abril;Medell≠n;urbana;12,76;21,64;13,51;87,8;0,71;81,58;17,575;8,13;42,052;VERDADERO;VERDADERO;lluviosa;lluvioso
29/04/1981;1981;abril;Bello;montaœosa;17,22;23,23;14,9;87,35;0,72;81,56;19,065;8,33;43,3865;VERDADERO;VERDADERO;lluviosa;lluvioso
30/04/1981;1981;abril;Medell≠n;urbana;15,33;20,17;15,5;92,45;0,59;81,54;17,835;4,67;43,9305;VERDADERO;VERDADERO;lluviosa;lluvioso
1/05/1981;1981;mayo;ItagÅ≠;urbana;20,92;20,55;14,53;91,35;1,04;81,56;17,54;6,02;42,9575;VERDADERO;VERDADERO;lluviosa;lluvioso
2/05/1981;1981;mayo;Envigado;mixta;16,97;20,02;13,39;91,06;0,79;81,56;16,705;6,63;42,2018;VERDADERO;VERDADERO;lluviosa;lluvioso
3/05/1981;1981;mayo;Envigado;mixta;13,55;17,76;13,7;94,75;0,61;81,62;15,73;4,06;42,5705;VERDADERO;VERDADERO;lluviosa;lluvioso
4/05/1981;1981;mayo;ItagÅ≠;urbana;25,08;21,66;14,29;89,68;0,4;81,61;17,975;7,37;43,2894;VERDADERO;VERDADERO;lluviosa;lluvioso
5/05/1981;1981;mayo;Sabaneta;suburbana;6,24;18,73;14,31;95,2;0,44;81,6;16,52;4,42;43,628;VERDADERO;VERDADERO;lluviosa;lluvioso
6/05/1981;1981;mayo;ItagÅ≠;urbana;11,44;19,79;13,65;91,14;0,61;81,59;16,72;6,14;42,3692;VERDADERO;VERDADERO;lluviosa;lluvioso
7/05/1981;1981;mayo;Medell≠n;urbana;12,96;18,79;14,71;92,4;0,54;81,64;16,75;4,08;42,864;VERDADERO;VERDADERO;lluviosa;lluvioso
8/05/1981;1981;mayo;Envigado;mixta;4,26;19,89;14,48;92,79;0,47;81,64;17,185;5,41;43,4767;VERDADERO;VERDADERO;lluviosa;lluvioso
9/05/1981;1981;mayo;ItagÅ≠;urbana;21,52;18,41;14,96;94,27;0,51;81,65;16,685;3,45;43,4371;VERDADERO;VERDADERO;lluviosa;lluvioso
10/05/1981;1981;mayo;Envigado;mixta;21,97;19,79;14,2;92,32;0,44;81,57;16,995;5,59;43,1526;VERDADERO;VERDADERO;lluviosa;lluvioso
11/05/1981;1981;mayo;ItagÅ≠;urbana;8,4;20,18;15,1;92,81;0,55;81,53;17,64;5,08;43,8823;VERDADERO;VERDADERO;lluviosa;lluvioso
12/05/1981;1981;mayo;ItagÅ≠;urbana;12,7;18,69;15,11;96,14;0,53;81,55;16,9;3,58;44,2552;VERDADERO;VERDADERO;lluviosa;lluvioso
13/05/1981;1981;mayo;Medell≠n;urbana;10,7;21,79;14,75;89,65;0,66;81,53;18,27;7,04;43,3925;VERDADERO;VERDADERO;lluviosa;lluvioso
14/05/1981;1981;mayo;ItagÅ≠;urbana;20,05;19,02;14,33;90,81;0,57;81,49;16,675;4,69;42,2433;VERDADERO;VERDADERO;lluviosa;lluvioso
15/05/1981;1981;mayo;Envigado;mixta;11,17;18,96;14,09;96,18;0,6;81,45;16,525;4,87;43,8444;VERDADERO;VERDADERO;lluviosa;lluvioso
16/05/1981;1981;mayo;Bello;montaœosa;9,55;18,97;15,01;92,92;0,49;81,68;16,99;3,96;43,3106;VERDADERO;VERDADERO;lluviosa;lluvioso
17/05/1981;1981;mayo;Envigado;mixta;6,69;21;14,65;91,23;0,61;81,63;17,825;6,35;43,5039;VERDADERO;VERDADERO;lluviosa;lluvioso
18/05/1981;1981;mayo;Medell≠n;urbana;11,61;21,28;15,1;93,02;0,63;81,57;18,19;6,18;44,4456;VERDADERO;VERDADERO;lluviosa;lluvioso
19/05/1981;1981;mayo;Bello;montaœosa;2,1;21,07;15,33;91,42;0,73;81,58;18,2;5,74;43,8576;VERDADERO;VERDADERO;lluviosa;lluvioso
20/05/1981;1981;mayo;ItagÅ≠;urbana;5,98;23,5;15,44;88,9;0,86;81,6;19,47;8,06;44,205;VERDADERO;VERDADERO;lluviosa;lluvioso
21/05/1981;1981;mayo;Sabaneta;suburbana;13,6;22,65;15,79;89,65;0,86;81,62;19,22;6,86;44,2025;VERDADERO;VERDADERO;lluviosa;lluvioso
22/05/1981;1981;mayo;Bello;montaœosa;19,36;22,58;15,86;90,12;0,59;81,62;19,22;6,72;44,5466;VERDADERO;VERDADERO;lluviosa;lluvioso
23/05/1981;1981;mayo;Bello;montaœosa;23,78;19,51;16,17;94,1;0,69;81,63;17,84;3,34;44,41;VERDADERO;VERDADERO;lluviosa;lluvioso
24/05/1981;1981;mayo;ItagÅ≠;urbana;11,83;18,55;15,21;96,42;0,78;81,67;16,88;3,34;44,1526;VERDADERO;VERDADERO;lluviosa;lluvioso
25/05/1981;1981;mayo;Sabaneta;suburbana;12,76;19,27;16,01;95,36;0,49;81,66;17,64;3,26;44,7658;VERDADERO;VERDADERO;lluviosa;lluvioso
26/05/1981;1981;mayo;Sabaneta;suburbana;7,95;20,09;14,9;92,93;0,58;81,68;17,495;5,19;43,7559;VERDADERO;VERDADERO;lluviosa;lluvioso
27/05/1981;1981;mayo;Medell≠n;urbana;9,89;21,96;14,57;90,3;0,61;81,65;18,265;7,39;43,637;VERDADERO;VERDADERO;lluviosa;lluvioso
28/05/1981;1981;mayo;Bello;montaœosa;21,48;18,88;15,31;96,09;0,56;81,63;17,095;3,57;44,4127;VERDADERO;VERDADERO;lluviosa;lluvioso
29/05/1981;1981;mayo;Sabaneta;suburbana;13,75;19,74;15,03;94,76;0,7;81,62;17,385;4,71;44,1658;VERDADERO;VERDADERO;lluviosa;lluvioso
30/05/1981;1981;mayo;Medell≠n;urbana;9,93;18,5;15;97,54;0,52;81,56;16,75;3,5;44,5742;VERDADERO;VERDADERO;lluviosa;lluvioso
31/05/1981;1981;mayo;Sabaneta;suburbana;17,18;19,36;14,66;94,58;0,79;81,57;17,01;4,7;43,6684;VERDADERO;VERDADERO;lluviosa;lluvioso
1/06/1981;1981;junio;Bello;montaœosa;6,47;18,82;13,91;95,6;0,57;81,62;16,365;4,91;43,514;VERDADERO;VERDADERO;seca_principal;lluvioso
2/06/1981;1981;junio;Sabaneta;suburbana;10,34;17,92;14,31;93,46;0,58;81,62;16,115;3,61;42,5508;VERDADERO;VERDADERO;seca_principal;lluvioso
3/06/1981;1981;junio;Bello;montaœosa;4,01;20,99;13,85;90,88;0,63;81,61;17,42;7,14;42,9694;VERDADERO;VERDADERO;seca_principal;lluvioso
4/06/1981;1981;junio;ItagÅ≠;urbana;5,26;22,59;14,78;89,96;0,76;81,56;18,685;7,81;43,8398;VERDADERO;VERDADERO;seca_principal;lluvioso
5/06/1981;1981;junio;Envigado;mixta;9,45;22,71;15,53;87,89;0,71;81,54;19,12;7,18;43,6267;VERDADERO;VERDADERO;seca_principal;lluvioso
6/06/1981;1981;junio;Medell≠n;urbana;16,2;20,4;15,22;94,36;0,8;81,53;17,81;5,18;44,3888;VERDADERO;VERDADERO;seca_principal;lluvioso
7/06/1981;1981;junio;ItagÅ≠;urbana;33,72;18,92;15,11;96,12;0,62;81,61;17,015;3,81;44,3006;VERDADERO;VERDADERO;seca_principal;lluvioso
8/06/1981;1981;junio;ItagÅ≠;urbana;24,16;19,53;14,13;93,91;0,48;81,69;16,83;5,4;43,4843;VERDADERO;VERDADERO;seca_principal;lluvioso
