fecha;aœo;mes;ciudad;zona;precipitacion_mm;temp_max;temp_min;humedad;viento_10m;presion;temp_media;rango_termico;indice_calor_aprox;evento_lluvia;humedad_alta;estacion;condicion_climatica
16/12/1997;1997;diciembre;Medell≠n;urbana;0,75;22,43;13,62;86,99;0,85;81,58;18,025;8,81;42,1367;VERDADERO;VERDADERO;seca_corta;lluvioso
17/12/1997;1997;diciembre;Bello;montaœosa;3,82;23,12;14,09;87,7;0,73;81,58;18,605;9,03;43,035;VERDADERO;VERDADERO;seca_corta;lluvioso
18/12/1997;1997;diciembre;Bello;montaœosa;1,03;20,61;16;90,84;0,52;81,61;18,305;4,61;43,9182;VERDADERO;VERDADERO;seca_corta;lluvioso
19/12/1997;1997;diciembre;Envigado;mixta;1,26;23,2;13,95;86,51;0,57;81,66;18,575;9,25;42,7243;VERDADERO;VERDADERO;seca_corta;lluvioso
20/12/1997;1997;diciembre;Bello;montaœosa;3,18;23,36;13,46;87,18;0,76;81,58;18,41;9,9;42,6474;VERDADERO;VERDADERO;seca_corta;lluvioso
21/12/1997;1997;diciembre;Medell≠n;urbana;1,77;18,3;14,46;91,73;0,88;81,54;16,38;3,84;42,0349;VERDADERO;VERDADERO;seca_corta;lluvioso
22/12/1997;1997;diciembre;Medell≠n;urbana;0,03;23,66;13,59;84,96;1,11;81,54;18,625;10,07;41,8848;VERDADERO;FALSO;seca_corta;lluvioso
23/12/1997;1997;diciembre;Sabaneta;suburbana;0,01;23,76;13,8;84,49;1,18;81,49;18,78;9,96;41,8357;VERDADERO;FALSO;seca_corta;lluvioso
24/12/1997;1997;diciembre;Sabaneta;suburbana;0,63;24,35;14,29;84,83;1,14;81,48;19,32;10,06;42,5159;VERDADERO;FALSO;seca_corta;lluvioso
25/12/1997;1997;diciembre;Bello;montaœosa;1,05;24,22;13,83;86,13;1,1;81,49;19,025;10,39;42,6779;VERDADERO;VERDADERO;seca_corta;lluvioso
26/12/1997;1997;diciembre;Medell≠n;urbana;1,5;23,78;14,3;83,71;0,95;81,5;19,04;9,48;41,9993;VERDADERO;FALSO;seca_corta;lluvioso
27/12/1997;1997;diciembre;Medell≠n;urbana;1,54;23,93;14,28;87,96;0,84;81,42;19,105;9,65;43,5438;VERDADERO;VERDADERO;seca_corta;lluvioso
28/12/1997;1997;diciembre;Sabaneta;suburbana;2,01;23,72;14,19;86,68;0,73;81,38;18,955;9,53;43,0484;VERDADERO;VERDADERO;seca_corta;lluvioso
29/12/1997;1997;diciembre;Envigado;mixta;1,11;24,16;13,9;86,28;0,76;81,42;19,03;10,26;42,9704;VERDADERO;VERDADERO;seca_corta;lluvioso
30/12/1997;1997;diciembre;Envigado;mixta;0,63;21,01;14,82;88,64;0,84;81,54;17,915;6,19;42,5782;VERDADERO;VERDADERO;seca_corta;lluvioso
31/12/1997;1997;diciembre;Bello;montaœosa;0,23;22,55;13,58;88,46;0,97;81,54;18,065;8,97;42,5778;VERDADERO;VERDADERO;seca_corta;lluvioso
1/01/1998;1998;enero;Envigado;mixta;3,51;22,16;14,02;88,13;1,19;81,54;18,09;8,14;42,3399;VERDADERO;VERDADERO;seca_corta;lluvioso
2/01/1998;1998;enero;Medell≠n;urbana;0,81;23,53;12,42;83,79;1,26;81,39;17,975;11,11;40,7437;VERDADERO;FALSO;seca_corta;lluvioso
3/01/1998;1998;enero;Envigado;mixta;0,91;23,7;13,11;82,61;1,22;81,35;18,405;10,59;40,8123;VERDADERO;FALSO;seca_corta;lluvioso
4/01/1998;1998;enero;ItagÅ≠;urbana;1,31;24,24;13,86;82,97;1,03;81,33;19,05;10,38;41,7091;VERDADERO;FALSO;seca_corta;lluvioso
5/01/1998;1998;enero;Bello;montaœosa;6,57;23,85;14,21;87,58;0,97;81,4;19,03;9,64;43,2524;VERDADERO;VERDADERO;seca_corta;lluvioso
6/01/1998;1998;enero;Envigado;mixta;8,91;21,69;15,46;90,48;0,57;81,5;18,575;6,23;44,0344;VERDADERO;VERDADERO;seca_corta;lluvioso
7/01/1998;1998;enero;Envigado;mixta;1,45;23,14;15,75;84,64;0,43;81,52;19,445;7,39;43,0752;VERDADERO;FALSO;seca_corta;lluvioso
8/01/1998;1998;enero;ItagÅ≠;urbana;1,88;21,27;15,11;90,24;0,65;81,58;18,19;6,16;43,5142;VERDADERO;VERDADERO;seca_corta;lluvioso
9/01/1998;1998;enero;Medell≠n;urbana;0,45;23,22;14,83;84,14;0,67;81,56;19,025;8,39;42,3222;VERDADERO;FALSO;seca_corta;lluvioso
10/01/1998;1998;enero;Medell≠n;urbana;0,2;23,51;13,63;87,44;0,82;81,57;18,57;9,88;42,8512;VERDADERO;VERDADERO;seca_corta;lluvioso
11/01/1998;1998;enero;Sabaneta;suburbana;0,73;22,64;14,65;88,09;0,72;81,51;18,645;7,99;43,2107;VERDADERO;VERDADERO;seca_corta;lluvioso
12/01/1998;1998;enero;Bello;montaœosa;7,21;22,19;15,43;90,64;1,04;81,5;18,81;6,76;43,9932;VERDADERO;VERDADERO;seca_corta;lluvioso
13/01/1998;1998;enero;Bello;montaœosa;5,45;22,25;14,82;90,9;0,87;81,5;18,535;7,43;43,923;VERDADERO;VERDADERO;seca_corta;lluvioso
14/01/1998;1998;enero;Envigado;mixta;4,24;23,89;14,1;89,11;0,97;81,44;18,995;9,79;43,7223;VERDADERO;VERDADERO;seca_corta;lluvioso
15/01/1998;1998;enero;Bello;montaœosa;8,68;24,05;14,07;88,11;0,9;81,39;19,06;9,98;43,5063;VERDADERO;VERDADERO;seca_corta;lluvioso
16/01/1998;1998;enero;Bello;montaœosa;0,92;24,34;14,64;87,08;0,93;81,5;19,49;9,7;43,5754;VERDADERO;VERDADERO;seca_corta;lluvioso
17/01/1998;1998;enero;Envigado;mixta;0,41;22,85;15,25;88,69;0,86;81,51;19,05;7,6;43,7157;VERDADERO;VERDADERO;seca_corta;lluvioso
18/01/1998;1998;enero;ItagÅ≠;urbana;1,78;24,1;13,47;87,07;0,99;81,44;18,785;10,63;42,8251;VERDADERO;VERDADERO;seca_corta;lluvioso
19/01/1998;1998;enero;Envigado;mixta;2,58;24,16;13,98;86,43;0,81;81,41;19,07;10,18;43,0249;VERDADERO;VERDADERO;seca_corta;lluvioso
20/01/1998;1998;enero;Medell≠n;urbana;1,34;23,14;14,87;88,5;0,91;81,4;19,005;8,27;43,573;VERDADERO;VERDADERO;seca_corta;lluvioso
21/01/1998;1998;enero;ItagÅ≠;urbana;0,1;24,76;14,39;85,18;0,97;81,4;19,575;10,37;43,0054;VERDADERO;VERDADERO;seca_corta;lluvioso
22/01/1998;1998;enero;ItagÅ≠;urbana;2,23;24,91;15,69;83,87;0,88;81,37;20,3;9,22;43,3611;VERDADERO;FALSO;seca_corta;lluvioso
23/01/1998;1998;enero;Envigado;mixta;1,53;24,86;14,53;84,55;1,07;81,42;19,695;10,33;42,8475;VERDADERO;FALSO;seca_corta;lluvioso
24/01/1998;1998;enero;Medell≠n;urbana;0,81;24,57;14,87;84,63;1,13;81,41;19,72;9,7;42,8569;VERDADERO;FALSO;seca_corta;lluvioso
25/01/1998;1998;enero;Medell≠n;urbana;0,09;24,37;13,32;82,22;1,34;81,44;18,845;11,05;41,0396;VERDADERO;FALSO;seca_corta;lluvioso
26/01/1998;1998;enero;Envigado;mixta;0,71;22,99;13,76;78,42;1,04;81,51;18,375;9,23;39,5256;VERDADERO;FALSO;seca_corta;lluvioso
27/01/1998;1998;enero;Envigado;mixta;1,39;24,18;14,82;79,89;0,74;81,63;19,5;9,36;41,3457;VERDADERO;FALSO;seca_corta;lluvioso
28/01/1998;1998;enero;Sabaneta;suburbana;0,18;24,44;13,74;86,26;1,29;81,64;19,09;10,7;42,6528;VERDADERO;VERDADERO;seca_corta;lluvioso
29/01/1998;1998;enero;Bello;montaœosa;1,58;24,59;14,55;85,15;0,88;81,6;19,57;10,04;43,0535;VERDADERO;VERDADERO;seca_corta;lluvioso
30/01/1998;1998;enero;Sabaneta;suburbana;1,77;20,98;16,33;91,99;0,63;81,56;18,655;4,65;44,5707;VERDADERO;VERDADERO;seca_corta;lluvioso
31/01/1998;1998;enero;Bello;montaœosa;0,9;24,09;15,7;86,87;0,86;81,52;19,895;8,39;43,9601;VERDADERO;VERDADERO;seca_corta;lluvioso
1/02/1998;1998;febrero;Envigado;mixta;1,57;23,32;16,58;87,47;0,82;81,5;19,95;6,74;44,2411;VERDADERO;VERDADERO;seca_corta;lluvioso
2/02/1998;1998;febrero;Medell≠n;urbana;4,29;24,7;16,12;85,52;0,91;81,48;20,41;8,58;43,9946;VERDADERO;VERDADERO;seca_corta;lluvioso
3/02/1998;1998;febrero;Sabaneta;suburbana;3,54;24,19;16,81;85,81;0,79;81,54;20,5;7,38;44,2643;VERDADERO;VERDADERO;seca_corta;lluvioso
4/02/1998;1998;febrero;Bello;montaœosa;8,87;23,52;15,26;88,5;0,93;81,58;19,39;8,26;43,944;VERDADERO;VERDADERO;seca_corta;lluvioso
5/02/1998;1998;febrero;Sabaneta;suburbana;5,36;22,4;15,64;89,1;0,7;81,64;19,02;6,76;43,933;VERDADERO;VERDADERO;seca_corta;lluvioso
6/02/1998;1998;febrero;Bello;montaœosa;19,97;22;15,4;90,82;0,79;81,78;18,7;6,6;44,1176;VERDADERO;VERDADERO;seca_corta;lluvioso
7/02/1998;1998;febrero;Envigado;mixta;17,12;22,98;15,82;91,86;0,66;81,81;19,4;7,16;45,2518;VERDADERO;VERDADERO;seca_corta;lluvioso
8/02/1998;1998;febrero;ItagÅ≠;urbana;16,36;19,42;16,7;95,94;0,49;81,78;18,06;2,72;45,3772;VERDADERO;VERDADERO;seca_corta;lluvioso
9/02/1998;1998;febrero;Medell≠n;urbana;2,47;22,02;15,22;91;0,99;81,78;18,62;6,8;43,957;VERDADERO;VERDADERO;seca_corta;lluvioso
10/02/1998;1998;febrero;Medell≠n;urbana;0,86;22,59;13,89;87,74;0,71;81,76;18,24;8,7;42,6972;VERDADERO;VERDADERO;seca_corta;lluvioso
11/02/1998;1998;febrero;Envigado;mixta;1,69;22,94;14,88;88,83;0,79;81,76;18,91;8,06;43,6709;VERDADERO;VERDADERO;seca_corta;lluvioso
12/02/1998;1998;febrero;Medell≠n;urbana;2,66;23,19;14,17;87,72;0,86;81,7;18,68;9,02;43,0256;VERDADERO;VERDADERO;seca_corta;lluvioso
13/02/1998;1998;febrero;Bello;montaœosa;7,45;23,78;14,06;89,53;0,96;81,65;18,92;9,72;43,7929;VERDADERO;VERDADERO;seca_corta;lluvioso
14/02/1998;1998;febrero;ItagÅ≠;urbana;3,3;24,58;15,27;87,97;0,75;81,63;19,925;9,31;44,4301;VERDADERO;VERDADERO;seca_corta;lluvioso
15/02/1998;1998;febrero;Bello;montaœosa;1,95;23,68;16,23;88,63;0,82;81,68;19,955;7,45;44,6289;VERDADERO;VERDADERO;seca_corta;lluvioso
16/02/1998;1998;febrero;Medell≠n;urbana;0,29;24,97;15,16;84,31;1,19;81,6;20,065;9,81;43,0543;VERDADERO;FALSO;seca_corta;lluvioso
17/02/1998;1998;febrero;Envigado;mixta;1,46;25,74;16,66;79,47;0,65;81,59;21,2;9,08;42,9701;VERDADERO;FALSO;seca_corta;lluvioso
18/02/1998;1998;febrero;Envigado;mixta;9,66;25,26;15,58;84,7;0,95;81,57;20,42;9,68;43,706;VERDADERO;FALSO;seca_corta;lluvioso
19/02/1998;1998;febrero;Envigado;mixta;5,63;25,37;15,27;79,76;0,71;81,55;20,32;10,1;42,1438;VERDADERO;FALSO;seca_corta;lluvioso
20/02/1998;1998;febrero;Sabaneta;suburbana;3,86;24,44;14,26;84,36;0,68;81,56;19,35;10,18;42,7128;VERDADERO;FALSO;seca_corta;lluvioso
21/02/1998;1998;febrero;Medell≠n;urbana;6,71;24,36;14,35;87,72;0,84;81,51;19,355;10,01;43,7146;VERDADERO;VERDADERO;seca_corta;lluvioso
22/02/1998;1998;febrero;ItagÅ≠;urbana;6,7;24,62;14,39;85,67;0,93;81,57;19,505;10,23;43,1251;VERDADERO;VERDADERO;seca_corta;lluvioso
23/02/1998;1998;febrero;Bello;montaœosa;1,7;24,57;14,54;87,19;0,9;81,58;19,555;10,03;43,6977;VERDADERO;VERDADERO;seca_corta;lluvioso
24/02/1998;1998;febrero;Sabaneta;suburbana;1,13;21,65;15,6;88,27;0,79;81,61;18,625;6,05;43,2011;VERDADERO;VERDADERO;seca_corta;lluvioso
25/02/1998;1998;febrero;ItagÅ≠;urbana;1;23,46;15,25;86,99;1,06;81,53;19,355;8,21;43,3197;VERDADERO;VERDADERO;seca_corta;lluvioso
26/02/1998;1998;febrero;Medell≠n;urbana;4,31;25,42;14,33;85,67;0,83;81,44;19,875;11,09;43,5651;VERDADERO;VERDADERO;seca_corta;lluvioso
27/02/1998;1998;febrero;Envigado;mixta;5,43;25,12;15,22;85,33;0,85;81,48;20,17;9,9;43,7339;VERDADERO;VERDADERO;seca_corta;lluvioso
28/02/1998;1998;febrero;Medell≠n;urbana;4,8;23,73;15,57;86,65;0,87;81,55;19,65;8,16;43,6355;VERDADERO;VERDADERO;seca_corta;lluvioso
1/03/1998;1998;marzo;Bello;montaœosa;5,02;21,96;14,41;89,91;0,86;81,5;18,185;7,55;43,2533;VERDADERO;VERDADERO;seca_principal;lluvioso
2/03/1998;1998;marzo;Envigado;mixta;1,41;23,94;14,57;84,46;0,67;81,5;19,255;9,37;42,6578;VERDADERO;FALSO;seca_principal;lluvioso
3/03/1998;1998;marzo;ItagÅ≠;urbana;4,87;24,14;15,03;87,21;0,93;81,48;19,585;9,11;43,7133;VERDADERO;VERDADERO;seca_principal;lluvioso
4/03/1998;1998;marzo;Envigado;mixta;3,39;25,01;15,28;84,43;0,96;81,53;20,145;9,73;43,3349;VERDADERO;FALSO;seca_principal;lluvioso
5/03/1998;1998;marzo;ItagÅ≠;urbana;3,86;23,17;16,64;89,37;0,92;81,49;19,905;6,53;44,7531;VERDADERO;VERDADERO;seca_principal;lluvioso
6/03/1998;1998;marzo;Sabaneta;suburbana;4,34;25,15;15,88;86,19;1;81,42;20,515;9,27;44,2577;VERDADERO;VERDADERO;seca_principal;lluvioso
7/03/1998;1998;marzo;ItagÅ≠;urbana;9,37;23,95;16,16;87,95;0,95;81,37;20,055;7,79;44,4135;VERDADERO;VERDADERO;seca_principal;lluvioso
8/03/1998;1998;marzo;Medell≠n;urbana;10,74;23,57;16,37;87,81;0,88;81,51;19,97;7,2;44,3313;VERDADERO;VERDADERO;seca_principal;lluvioso
9/03/1998;1998;marzo;Medell≠n;urbana;7,35;24,73;15,94;89,01;0,92;81,56;20,335;8,79;45,0643;VERDADERO;VERDADERO;seca_principal;lluvioso
10/03/1998;1998;marzo;Envigado;mixta;2,06;24,77;15,52;86,44;0,83;81,55;20,145;9,25;44,0892;VERDADERO;VERDADERO;seca_principal;lluvioso
11/03/1998;1998;marzo;Medell≠n;urbana;0,47;23,7;14,81;84,99;0,9;81,54;19,255;8,89;42,6717;VERDADERO;FALSO;seca_principal;lluvioso
12/03/1998;1998;marzo;Bello;montaœosa;0,98;24,71;13,58;85,12;1,06;81,52;19,145;11,13;42,4926;VERDADERO;VERDADERO;seca_principal;lluvioso
13/03/1998;1998;marzo;Medell≠n;urbana;0,46;25,61;14,07;82,63;0,73;81,58;19,84;11,54;42,5969;VERDADERO;FALSO;seca_principal;lluvioso
14/03/1998;1998;marzo;Bello;montaœosa;1,96;25,58;14,21;82,04;1;81,59;19,895;11,37;42,2682;VERDADERO;FALSO;seca_principal;lluvioso
15/03/1998;1998;marzo;ItagÅ≠;urbana;1,63;24,45;13,77;85,61;0,95;81,49;19,11;10,68;42,6963;VERDADERO;VERDADERO;seca_principal;lluvioso
16/03/1998;1998;marzo;Medell≠n;urbana;2,51;21,27;16,01;92,85;0,55;81,42;18,64;5,26;44,8955;VERDADERO;VERDADERO;seca_principal;lluvioso
17/03/1998;1998;marzo;ItagÅ≠;urbana;0,65;22,9;16,16;88,21;0,67;81,47;19,53;6,74;44,1703;VERDADERO;VERDADERO;seca_principal;lluvioso
18/03/1998;1998;marzo;Sabaneta;suburbana;5,54;24,69;14,95;83,82;0,97;81,49;19,82;9,74;42,8016;VERDADERO;FALSO;seca_principal;lluvioso
19/03/1998;1998;marzo;Medell≠n;urbana;5,52;25,71;14,9;84,52;0,86;81,54;20,305;10,81;43,5946;VERDADERO;FALSO;seca_principal;lluvioso
20/03/1998;1998;marzo;Medell≠n;urbana;3,51;22,09;16,14;90,97;0,64;81,53;19,115;5,95;44,6871;VERDADERO;VERDADERO;seca_principal;lluvioso
21/03/1998;1998;marzo;Bello;montaœosa;10,33;22,97;16,79;87,18;0,7;81,52;19,88;6,18;44,1594;VERDADERO;VERDADERO;seca_principal;lluvioso
22/03/1998;1998;marzo;Sabaneta;suburbana;15,3;21,89;16,06;92,24;0,7;81,48;18,975;5,83;44,9242;VERDADERO;VERDADERO;seca_principal;lluvioso
23/03/1998;1998;marzo;ItagÅ≠;urbana;8,06;23,12;16,57;90,59;0,84;81,58;19,845;6,55;45,1517;VERDADERO;VERDADERO;seca_principal;lluvioso
24/03/1998;1998;marzo;Envigado;mixta;5,15;20,06;16,64;95,13;0,73;81,67;18,35;3,42;45,2319;VERDADERO;VERDADERO;seca_principal;lluvioso
25/03/1998;1998;marzo;Medell≠n;urbana;4,53;20,87;16;93,39;0,82;81,69;18,435;4,87;44,6797;VERDADERO;VERDADERO;seca_principal;lluvioso
26/03/1998;1998;marzo;Envigado;mixta;14,36;21,4;15,07;93,41;0,74;81,64;18,235;6,33;44,5423;VERDADERO;VERDADERO;seca_principal;lluvioso
27/03/1998;1998;marzo;Medell≠n;urbana;10,74;22,97;15,9;90,03;0,79;81,5;19,435;7,07;44,5919;VERDADERO;VERDADERO;seca_principal;lluvioso
28/03/1998;1998;marzo;Envigado;mixta;10,15;20,68;15,98;92,43;0,65;81,53;18,33;4,7;44,3769;VERDADERO;VERDADERO;seca_principal;lluvioso
29/03/1998;1998;marzo;Medell≠n;urbana;6,31;23;14,95;87,79;0,54;81,51;18,975;8,05;43,5677;VERDADERO;VERDADERO;seca_principal;lluvioso
30/03/1998;1998;marzo;Sabaneta;suburbana;4,47;22,68;16,1;89,87;0,6;81,49;19,39;6,58;44,6271;VERDADERO;VERDADERO;seca_principal;lluvioso
31/03/1998;1998;marzo;Bello;montaœosa;1,95;22,6;16,7;91,02;0,48;81,47;19,65;5,9;45,3506;VERDADERO;VERDADERO;seca_principal;lluvioso
1/04/1998;1998;abril;Medell≠n;urbana;8,68;21,71;16,53;90,77;0,52;81,57;19,12;5,18;44,7101;VERDADERO;VERDADERO;lluviosa;lluvioso
2/04/1998;1998;abril;Bello;montaœosa;11,15;22,09;16,03;92,02;0,64;81,66;19,06;6,06;44,9786;VERDADERO;VERDADERO;lluviosa;lluvioso
3/04/1998;1998;abril;Medell≠n;urbana;4,54;23,84;16,46;91,26;0,58;81,71;20,15;7,38;45,8598;VERDADERO;VERDADERO;lluviosa;lluvioso
4/04/1998;1998;abril;Medell≠n;urbana;6,43;24,07;15,82;86,97;0,74;81,71;19,945;8,25;44,1271;VERDADERO;VERDADERO;lluviosa;lluvioso
5/04/1998;1998;abril;ItagÅ≠;urbana;8,71;25,01;15,51;86,96;0,71;81,57;20,26;9,5;44,4598;VERDADERO;VERDADERO;lluviosa;lluvioso
6/04/1998;1998;abril;Bello;montaœosa;4,37;21,56;16,63;89,81;1,01;81,59;19,095;4,93;44,0253;VERDADERO;VERDADERO;lluviosa;lluvioso
7/04/1998;1998;abril;Bello;montaœosa;2,05;25,22;13,67;84,39;1,08;81,66;19,445;11,55;42,5377;VERDADERO;FALSO;lluviosa;lluvioso
8/04/1998;1998;abril;Sabaneta;suburbana;4,69;25,48;16,36;87,21;0,94;81,65;20,92;9,12;45,0413;VERDADERO;VERDADERO;lluviosa;lluvioso
9/04/1998;1998;abril;Medell≠n;urbana;13,46;24,44;17,12;87,01;0,72;81,61;20,78;7,32;44,9893;VERDADERO;VERDADERO;lluviosa;lluvioso
10/04/1998;1998;abril;Bello;montaœosa;9,7;24,82;17,2;85,77;0,71;81,54;21,01;7,62;44,8171;VERDADERO;VERDADERO;lluviosa;lluvioso
11/04/1998;1998;abril;Medell≠n;urbana;13,44;20,17;16,02;94,44;0,73;81,54;18,095;4,15;44,7492;VERDADERO;VERDADERO;lluviosa;lluvioso
12/04/1998;1998;abril;ItagÅ≠;urbana;8,15;23,29;15,44;90,36;0,54;81,56;19,365;7,85;44,8058;VERDADERO;VERDADERO;lluviosa;lluvioso
13/04/1998;1998;abril;Bello;montaœosa;14,93;22,25;16,33;91,31;0,81;81,59;19,29;5,92;44,8553;VERDADERO;VERDADERO;lluviosa;lluvioso
14/04/1998;1998;abril;Medell≠n;urbana;12,94;21,93;16,3;92,47;0,62;81,57;19,115;5,63;45,1961;VERDADERO;VERDADERO;lluviosa;lluvioso
15/04/1998;1998;abril;Medell≠n;urbana;13,54;23,38;17,24;89,47;0,55;81,47;20,31;6,14;45,4501;VERDADERO;VERDADERO;lluviosa;lluvioso
16/04/1998;1998;abril;Sabaneta;suburbana;7,23;22,04;16,75;94,52;0,61;81,43;19,395;5,29;46,1596;VERDADERO;VERDADERO;lluviosa;lluvioso
17/04/1998;1998;abril;Medell≠n;urbana;11,29;20,97;16,24;94,38;0,85;81,49;18,605;4,73;45,1554;VERDADERO;VERDADERO;lluviosa;lluvioso
18/04/1998;1998;abril;Envigado;mixta;21,14;23,5;15,56;90,94;0,68;81,53;19,53;7,94;45,0642;VERDADERO;VERDADERO;lluviosa;lluvioso
19/04/1998;1998;abril;Sabaneta;suburbana;6,11;22,51;16,89;92,14;0,71;81,51;19,7;5,62;45,6092;VERDADERO;VERDADERO;lluviosa;lluvioso
20/04/1998;1998;abril;ItagÅ≠;urbana;14,29;22,77;16,34;90,21;0,43;81,56;19,555;6,43;45,0233;VERDADERO;VERDADERO;lluviosa;lluvioso
21/04/1998;1998;abril;Bello;montaœosa;12,1;24,39;17,06;89,83;0,72;81,57;20,725;7,33;45,8649;VERDADERO;VERDADERO;lluviosa;lluvioso
22/04/1998;1998;abril;Envigado;mixta;7,97;24,22;17,29;90,02;0,77;81,56;20,755;6,93;45,9226;VERDADERO;VERDADERO;lluviosa;lluvioso
23/04/1998;1998;abril;Sabaneta;suburbana;23,08;23,5;17,22;90,74;0,97;81,53;20,36;6,28;45,6252;VERDADERO;VERDADERO;lluviosa;lluvioso
24/04/1998;1998;abril;Medell≠n;urbana;7,71;22,42;16,56;91,68;0,78;81,62;19,49;5,86;45,1984;VERDADERO;VERDADERO;lluviosa;lluvioso
25/04/1998;1998;abril;Sabaneta;suburbana;19,43;23,16;16,82;90,35;0,53;81,6;19,99;6,34;45,4345;VERDADERO;VERDADERO;lluviosa;lluvioso
26/04/1998;1998;abril;Sabaneta;suburbana;12,77;19,83;16,22;92,92;0,78;81,58;18,025;3,61;44,1426;VERDADERO;VERDADERO;lluviosa;lluvioso
27/04/1998;1998;abril;Medell≠n;urbana;11,33;23,18;15,4;86,23;0,67;81,49;19,29;7,78;43,2769;VERDADERO;VERDADERO;lluviosa;lluvioso
28/04/1998;1998;abril;Medell≠n;urbana;10,69;22,02;16,81;90,92;0,5;81,52;19,415;5,21;45,0686;VERDADERO;VERDADERO;lluviosa;lluvioso
29/04/1998;1998;abril;Envigado;mixta;9,11;23,56;16;88,73;0,81;81,57;19,78;7,56;44,4939;VERDADERO;VERDADERO;lluviosa;lluvioso
30/04/1998;1998;abril;Medell≠n;urbana;23,11;23,08;17,06;91,21;0,71;81,57;20,07;6,02;45,6723;VERDADERO;VERDADERO;lluviosa;lluvioso
1/05/1998;1998;mayo;Envigado;mixta;13,79;20,7;15,94;93,68;1;81,57;18,32;4,76;44,5344;VERDADERO;VERDADERO;lluviosa;lluvioso
2/05/1998;1998;mayo;Medell≠n;urbana;19,25;22,76;15,02;89,91;0,41;81,57;18,89;7,74;44,2733;VERDADERO;VERDADERO;lluviosa;lluvioso
3/05/1998;1998;mayo;Envigado;mixta;25,67;20,28;16,04;95,71;0,99;81,57;18,16;4,24;45,0513;VERDADERO;VERDADERO;lluviosa;lluvioso
4/05/1998;1998;mayo;Bello;montaœosa;4,25;21,2;13,89;90,25;1,26;81,66;17,545;7,31;42,4455;VERDADERO;VERDADERO;lluviosa;lluvioso
5/05/1998;1998;mayo;Medell≠n;urbana;4,65;21,63;12,55;87,12;1,18;81,74;17,09;9,08;41,0136;VERDADERO;VERDADERO;lluviosa;lluvioso
6/05/1998;1998;mayo;Medell≠n;urbana;3,61;21,1;12,7;89,55;0,49;81,71;16,9;8,4;42,1085;VERDADERO;VERDADERO;lluviosa;lluvioso
7/05/1998;1998;mayo;Medell≠n;urbana;1,9;20,88;15,85;91,9;0,65;81,66;18,365;5,03;44,237;VERDADERO;VERDADERO;lluviosa;lluvioso
8/05/1998;1998;mayo;ItagÅ≠;urbana;2,4;19,88;15,19;91,91;0,45;81,72;17,535;4,69;43,5503;VERDADERO;VERDADERO;lluviosa;lluvioso
9/05/1998;1998;mayo;Medell≠n;urbana;4,46;22,89;15,04;90,38;0,93;81,78;18,965;7,85;44,1394;VERDADERO;VERDADERO;lluviosa;lluvioso
10/05/1998;1998;mayo;Sabaneta;suburbana;7,05;23,45;14,82;87,9;0,78;81,76;19,135;8,63;43,596;VERDADERO;VERDADERO;lluviosa;lluvioso
11/05/1998;1998;mayo;Envigado;mixta;22,34;20,14;15,77;94,54;0,96;81,68;17,955;4,37;44,4812;VERDADERO;VERDADERO;lluviosa;lluvioso
12/05/1998;1998;mayo;Bello;montaœosa;2,41;22,2;15,86;91,72;0,61;81,69;19,03;6,34;44,8706;VERDADERO;VERDADERO;lluviosa;lluvioso
13/05/1998;1998;mayo;Sabaneta;suburbana;2,01;23,54;15,33;89,13;0,81;81,66;19,435;8,21;44,2809;VERDADERO;VERDADERO;lluviosa;lluvioso
14/05/1998;1998;mayo;Envigado;mixta;5,65;21,19;15,93;91,31;0,86;81,69;18,56;5,26;44,0903;VERDADERO;VERDADERO;lluviosa;lluvioso
15/05/1998;1998;mayo;Envigado;mixta;4,64;18,89;14,49;90,55;0,9;81,66;16,69;4,4;41,9415;VERDADERO;VERDADERO;lluviosa;lluvioso
16/05/1998;1998;mayo;Medell≠n;urbana;15,9;20,52;14,27;87,77;0,93;81,58;17,395;6,25;41,7081;VERDADERO;VERDADERO;lluviosa;lluvioso
17/05/1998;1998;mayo;Envigado;mixta;19,86;22,21;14,85;91,08;1;81,61;18,53;7,36;43,8864;VERDADERO;VERDADERO;lluviosa;lluvioso
18/05/1998;1998;mayo;ItagÅ≠;urbana;5,63;22,69;15,14;89,57;1,04;81,64;18,915;7,55;43,7451;VERDADERO;VERDADERO;lluviosa;lluvioso
19/05/1998;1998;mayo;Sabaneta;suburbana;9,21;23,77;15,12;86,68;0,96;81,7;19,445;8,65;43,3774;VERDADERO;VERDADERO;lluviosa;lluvioso
20/05/1998;1998;mayo;ItagÅ≠;urbana;4,89;24,89;14,79;87,06;0,75;81,71;19,84;10,1;44,0448;VERDADERO;VERDADERO;lluviosa;lluvioso
21/05/1998;1998;mayo;Envigado;mixta;8,91;22,24;16,59;90,87;0,71;81,69;19,415;5,65;44,9051;VERDADERO;VERDADERO;lluviosa;lluvioso
22/05/1998;1998;mayo;Bello;montaœosa;3,51;24,22;15,94;87,22;0,89;81,63;20,08;8,28;44,2396;VERDADERO;VERDADERO;lluviosa;lluvioso
23/05/1998;1998;mayo;Medell≠n;urbana;11,11;23,07;16,48;89,55;0,64;81,63;19,775;6,59;44,8785;VERDADERO;VERDADERO;lluviosa;lluvioso
