fecha,año,mes,ciudad,zona,precipitacion_mm,temp_max,temp_min,humedad,viento_10m,presion,temp_media,rango_termico,indice_calor_aprox,evento_lluvia,humedad_alta,estacion,condicion_climatica
1984-04-28,1984,abril,Sabaneta,suburbana,15.44,18.1,12.82,92.7,0.78,81.62,15.46,5.280000000000001,41.505,True,True,lluviosa,lluvioso
1984-04-29,1984,abril,Medellín,urbana,9.72,17.3,13.04,93.21,0.5,81.69,15.17,4.260000000000002,41.5793,True,True,lluviosa,lluvioso
1984-04-30,1984,abril,Medellín,urbana,10.35,19.05,13.64,92.73,0.4,81.73,16.345,5.41,42.6659,True,True,lluviosa,lluvioso
1984-05-01,1984,mayo,Itagüí,urbana,6.11,20.69,14.45,90.31,0.51,81.71,17.57,6.240000000000002,43.0153,True,True,lluviosa,lluvioso
1984-05-02,1984,mayo,Envigado,mixta,8.85,22.05,14.62,88.2,0.42,81.66,18.335,7.430000000000001,43.14700000000001,True,True,lluviosa,lluvioso
1984-05-03,1984,mayo,Sabaneta,suburbana,6.26,21.47,15.09,89.27,0.66,81.59,18.28,6.379999999999999,43.2771,True,True,lluviosa,lluvioso
1984-05-04,1984,mayo,Itagüí,urbana,2.54,22.34,15.12,86.39,0.65,81.51,18.73,7.220000000000001,42.7837,True,True,lluviosa,lluvioso
1984-05-05,1984,mayo,Envigado,mixta,5.01,23.17,14.82,85.81,0.86,81.5,18.995,8.350000000000001,42.71030000000001,True,True,lluviosa,lluvioso
1984-05-06,1984,mayo,Itagüí,urbana,12.31,22.34,15.41,88.14,0.63,81.55,18.875,6.93,43.5202,True,True,lluviosa,lluvioso
1984-05-07,1984,mayo,Sabaneta,suburbana,26.49,20.57,15.35,90.35,0.56,81.57,17.96,5.220000000000001,43.3835,True,True,lluviosa,lluvioso
1984-05-08,1984,mayo,Envigado,mixta,11.9,20.73,14.45,89.28,0.57,81.59,17.59,6.280000000000001,42.6534,True,True,lluviosa,lluvioso
1984-05-09,1984,mayo,Itagüí,urbana,6.45,18.68,15.12,93.17,0.52,81.64,16.9,3.56,43.28210000000001,True,True,lluviosa,lluvioso
1984-05-10,1984,mayo,Sabaneta,suburbana,6.21,20.15,13.85,86.85,0.71,81.62,17.0,6.299999999999999,41.1635,True,True,lluviosa,lluvioso
1984-05-11,1984,mayo,Medellín,urbana,6.82,21.28,14.33,90.53,0.58,81.5,17.805,6.950000000000001,43.2739,True,True,lluviosa,lluvioso
1984-05-12,1984,mayo,Sabaneta,suburbana,9.47,20.89,14.35,88.89,0.53,81.52,17.62,6.540000000000001,42.5827,True,True,lluviosa,lluvioso
1984-05-13,1984,mayo,Medellín,urbana,16.08,22.0,14.08,88.44,0.8,81.51,18.04,7.92,42.6652,True,True,lluviosa,lluvioso
1984-05-14,1984,mayo,Bello,montañosa,16.3,19.45,14.21,91.65,0.92,81.59,16.83,5.239999999999998,42.4305,True,True,lluviosa,lluvioso
1984-05-15,1984,mayo,Sabaneta,suburbana,15.43,21.19,13.05,87.18,0.48,81.58,17.12,8.14,41.55340000000001,True,True,lluviosa,lluvioso
1984-05-16,1984,mayo,Envigado,mixta,17.38,21.61,14.38,88.51,0.48,81.52,17.995,7.229999999999999,42.86730000000001,True,True,lluviosa,lluvioso
1984-05-17,1984,mayo,Sabaneta,suburbana,10.79,18.75,14.45,92.85,0.68,81.54,16.6,4.300000000000001,42.7645,True,True,lluviosa,lluvioso
1984-05-18,1984,mayo,Envigado,mixta,7.87,22.32,14.55,88.07,0.65,81.58,18.435,7.77,43.0431,True,True,lluviosa,lluvioso
1984-05-19,1984,mayo,Envigado,mixta,14.19,22.56,15.03,88.08,0.87,81.51,18.795,7.529999999999999,43.2524,True,True,lluviosa,lluvioso
1984-05-20,1984,mayo,Bello,montañosa,9.89,22.62,14.35,86.32,0.77,81.42,18.485,8.270000000000001,42.4316,True,True,lluviosa,lluvioso
1984-05-21,1984,mayo,Medellín,urbana,8.2,20.98,15.09,90.93,0.69,81.47,18.035,5.890000000000001,43.55890000000001,True,True,lluviosa,lluvioso
1984-05-22,1984,mayo,Medellín,urbana,13.37,22.0,14.43,88.44,0.72,81.61,18.215,7.57,42.8962,True,True,lluviosa,lluvioso
1984-05-23,1984,mayo,Bello,montañosa,23.62,18.17,15.22,96.77,0.6,81.64,16.695,2.950000000000001,44.2091,True,True,lluviosa,lluvioso
1984-05-24,1984,mayo,Medellín,urbana,13.34,20.46,14.37,92.5,0.51,81.56,17.415,6.090000000000002,43.583,True,True,lluviosa,lluvioso
1984-05-25,1984,mayo,Itagüí,urbana,12.84,18.85,15.19,93.48,0.57,81.55,17.02,3.660000000000002,43.4694,True,True,lluviosa,lluvioso
1984-05-26,1984,mayo,Envigado,mixta,10.89,20.29,14.21,90.79,0.35,81.53,17.25,6.079999999999998,42.96570000000001,True,True,lluviosa,lluvioso
1984-05-27,1984,mayo,Sabaneta,suburbana,9.07,17.88,14.26,96.26,0.56,81.6,16.07,3.619999999999999,43.4438,True,True,lluviosa,lluvioso
1984-05-28,1984,mayo,Itagüí,urbana,8.02,21.62,13.82,90.47,0.7,81.6,17.72,7.800000000000001,43.0851,True,True,lluviosa,lluvioso
1984-05-29,1984,mayo,Sabaneta,suburbana,13.99,20.77,15.23,91.69,0.62,81.53,18.0,5.539999999999999,43.8237,True,True,lluviosa,lluvioso
1984-05-30,1984,mayo,Sabaneta,suburbana,34.47,21.62,14.61,90.75,0.76,81.5,18.115,7.010000000000002,43.5305,True,True,lluviosa,lluvioso
1984-05-31,1984,mayo,Sabaneta,suburbana,11.41,18.19,15.23,95.58,0.66,81.55,16.71,2.960000000000001,43.7894,True,True,lluviosa,lluvioso
1984-06-01,1984,junio,Itagüí,urbana,8.3,21.08,14.08,89.86,0.69,81.71,17.58,6.999999999999998,42.75080000000001,True,True,seca_principal,lluvioso
1984-06-02,1984,junio,Bello,montañosa,22.44,21.5,14.43,89.51,0.75,81.78,17.965,7.07,42.9783,True,True,seca_principal,lluvioso
1984-06-03,1984,junio,Sabaneta,suburbana,16.28,21.71,14.56,90.43,0.74,81.65,18.135,7.15,43.4589,True,True,seca_principal,lluvioso
1984-06-04,1984,junio,Bello,montañosa,4.7,21.59,14.85,88.34,0.68,81.54,18.22,6.74,42.89620000000001,True,True,seca_principal,lluvioso
1984-06-05,1984,junio,Itagüí,urbana,24.59,20.91,14.53,90.77,0.6,81.55,17.72,6.380000000000001,43.25409999999999,True,True,seca_principal,lluvioso
1984-06-06,1984,junio,Medellín,urbana,15.96,20.15,15.34,92.01,0.49,81.6,17.745,4.809999999999999,43.7653,True,True,seca_principal,lluvioso
1984-06-07,1984,junio,Envigado,mixta,7.55,19.07,14.89,93.35,0.64,81.67,16.98,4.18,43.3375,True,True,seca_principal,lluvioso
1984-06-08,1984,junio,Envigado,mixta,3.05,20.56,14.4,89.6,0.38,81.62,17.48,6.159999999999998,42.782,True,True,seca_principal,lluvioso
1984-06-09,1984,junio,Medellín,urbana,10.19,20.82,14.6,90.49,0.47,81.54,17.71,6.220000000000001,43.2427,True,True,seca_principal,lluvioso
1984-06-10,1984,junio,Bello,montañosa,15.89,22.08,14.16,88.89,0.6,81.51,18.12,7.919999999999998,43.0337,True,True,seca_principal,lluvioso
1984-06-11,1984,junio,Itagüí,urbana,11.89,19.46,15.54,94.5,0.58,81.53,17.5,3.920000000000002,44.279,True,True,seca_principal,lluvioso
1984-06-12,1984,junio,Itagüí,urbana,20.42,21.19,14.73,89.9,0.49,81.54,17.96,6.460000000000001,43.28400000000001,True,True,seca_principal,lluvioso
1984-06-13,1984,junio,Sabaneta,suburbana,15.83,20.53,14.39,90.0,0.71,81.53,17.46,6.140000000000001,42.663,True,True,seca_principal,lluvioso
1984-06-14,1984,junio,Bello,montañosa,11.27,21.28,13.96,89.18,0.67,81.51,17.62,7.32,42.5804,True,True,seca_principal,lluvioso
1984-06-15,1984,junio,Sabaneta,suburbana,18.49,21.07,15.39,90.43,0.67,81.58,18.23,5.68,43.6029,True,True,seca_principal,lluvioso
1984-06-16,1984,junio,Itagüí,urbana,15.15,21.38,15.15,91.25,0.81,81.63,18.265,6.229999999999999,43.8105,True,True,seca_principal,lluvioso
1984-06-17,1984,junio,Sabaneta,suburbana,6.33,21.66,14.27,87.99,0.74,81.57,17.965,7.390000000000001,42.4837,True,True,seca_principal,lluvioso
1984-06-18,1984,junio,Bello,montañosa,0.45,20.4,14.25,87.76,0.67,81.57,17.325,6.149999999999999,41.8168,True,True,seca_principal,lluvioso
1984-06-19,1984,junio,Medellín,urbana,7.34,20.76,13.9,87.53,0.81,81.63,17.33,6.860000000000001,41.6479,True,True,seca_principal,lluvioso
1984-06-20,1984,junio,Medellín,urbana,11.31,21.64,13.2,88.0,1.01,81.62,17.42,8.440000000000001,41.75300000000001,True,True,seca_principal,lluvioso
1984-06-21,1984,junio,Bello,montañosa,16.06,21.6,14.57,89.51,0.74,81.58,18.085,7.030000000000001,43.1053,True,True,seca_principal,lluvioso
1984-06-22,1984,junio,Sabaneta,suburbana,17.46,20.69,14.48,90.13,0.65,81.54,17.585,6.210000000000001,42.8729,True,True,seca_principal,lluvioso
1984-06-23,1984,junio,Medellín,urbana,12.08,21.53,14.18,90.09,0.7,81.58,17.855,7.350000000000001,43.0947,True,True,seca_principal,lluvioso
1984-06-24,1984,junio,Bello,montañosa,9.68,18.52,14.44,92.65,0.78,81.69,16.48,4.08,42.50850000000001,True,True,seca_principal,lluvioso
1984-06-25,1984,junio,Medellín,urbana,9.72,21.33,13.68,87.01,0.74,81.71,17.505,7.649999999999999,41.7003,True,True,seca_principal,lluvioso
1984-06-26,1984,junio,Sabaneta,suburbana,8.28,20.52,14.41,92.4,0.81,81.63,17.465,6.109999999999999,43.39000000000001,True,True,seca_principal,lluvioso
1984-06-27,1984,junio,Envigado,mixta,14.16,18.34,14.35,95.94,0.62,81.6,16.345,3.99,43.5712,True,True,seca_principal,lluvioso
1984-06-28,1984,junio,Envigado,mixta,16.04,19.71,14.7,93.43,0.71,81.69,17.205,5.010000000000002,43.5399,True,True,seca_principal,lluvioso
1984-06-29,1984,junio,Envigado,mixta,11.91,20.6,13.84,90.04,0.49,81.68,17.22,6.760000000000002,42.5902,True,True,seca_principal,lluvioso
1984-06-30,1984,junio,Envigado,mixta,12.12,20.92,13.43,89.54,0.62,81.56,17.175,7.490000000000002,42.28920000000001,True,True,seca_principal,lluvioso
1984-07-01,1984,julio,Envigado,mixta,2.62,17.96,14.32,92.66,0.61,81.58,16.14,3.640000000000001,42.2908,True,True,seca_principal,lluvioso
1984-07-02,1984,julio,Medellín,urbana,11.29,19.58,13.59,92.82,0.68,81.62,16.585,5.989999999999998,42.7396,True,True,seca_principal,lluvioso
1984-07-03,1984,julio,Sabaneta,suburbana,8.84,20.46,14.42,92.25,0.6,81.65,17.44,6.040000000000001,43.46250000000001,True,True,seca_principal,lluvioso
1984-07-04,1984,julio,Envigado,mixta,8.48,18.92,14.73,92.97,0.82,81.62,16.825,4.190000000000001,42.9311,True,True,seca_principal,lluvioso
1984-07-05,1984,julio,Envigado,mixta,6.39,17.79,13.82,96.15,0.58,81.55,15.805,3.969999999999999,43.12850000000001,True,True,seca_principal,lluvioso
1984-07-06,1984,julio,Bello,montañosa,11.03,19.79,13.58,90.99,0.55,81.54,16.685,6.209999999999999,42.3267,True,True,seca_principal,lluvioso
1984-07-07,1984,julio,Sabaneta,suburbana,12.05,19.01,14.2,94.11,0.45,81.59,16.605,4.810000000000002,43.3463,True,True,seca_principal,lluvioso
1984-07-08,1984,julio,Bello,montañosa,20.45,19.69,14.15,91.96,0.74,81.68,16.92,5.540000000000001,42.7488,True,True,seca_principal,lluvioso
1984-07-09,1984,julio,Medellín,urbana,8.94,20.08,13.57,91.0,0.75,81.68,16.825,6.509999999999998,42.33000000000001,True,True,seca_principal,lluvioso
1984-07-10,1984,julio,Sabaneta,suburbana,7.02,20.2,12.83,90.03,0.55,81.69,16.515,7.369999999999999,41.83990000000001,True,True,seca_principal,lluvioso
1984-07-11,1984,julio,Bello,montañosa,8.98,20.82,12.9,86.9,0.67,81.6,16.86,7.92,41.068,True,True,seca_principal,lluvioso
1984-07-12,1984,julio,Medellín,urbana,16.99,20.72,13.31,89.37,0.53,81.57,17.015,7.409999999999998,42.13610000000001,True,True,seca_principal,lluvioso
1984-07-13,1984,julio,Envigado,mixta,12.43,18.64,14.38,91.83,0.46,81.61,16.51,4.26,42.4919,True,True,seca_principal,lluvioso
1984-07-14,1984,julio,Bello,montañosa,8.3,20.6,13.93,90.62,0.67,81.68,17.265,6.670000000000002,42.7006,True,True,seca_principal,lluvioso
1984-07-15,1984,julio,Sabaneta,suburbana,1.9,21.19,13.54,87.38,0.88,81.68,17.365,7.650000000000002,41.5844,True,True,seca_principal,lluvioso
1984-07-16,1984,julio,Itagüí,urbana,6.5,20.91,13.36,88.85,0.72,81.55,17.135,7.550000000000001,41.9515,True,True,seca_principal,lluvioso
1984-07-17,1984,julio,Medellín,urbana,5.28,20.09,13.6,88.87,0.92,81.51,16.845,6.49,41.5281,True,True,seca_principal,lluvioso
1984-07-18,1984,julio,Sabaneta,suburbana,7.65,21.18,13.49,85.89,1.02,81.59,17.335,7.69,40.96470000000001,True,True,seca_principal,lluvioso
1984-07-19,1984,julio,Itagüí,urbana,16.79,21.43,13.07,89.0,0.93,81.61,17.25,8.36,41.969,True,True,seca_principal,lluvioso
1984-07-20,1984,julio,Bello,montañosa,8.36,18.67,14.4,93.9,0.86,81.6,16.535,4.270000000000001,42.92000000000001,True,True,seca_principal,lluvioso
1984-07-21,1984,julio,Envigado,mixta,11.97,20.98,12.95,86.58,0.73,81.58,16.965,8.030000000000001,41.0254,True,True,seca_principal,lluvioso
1984-07-22,1984,julio,Itagüí,urbana,11.09,20.8,13.43,86.85,0.66,81.57,17.115,7.370000000000001,41.3135,True,True,seca_principal,lluvioso
1984-07-23,1984,julio,Medellín,urbana,7.9,21.21,13.51,87.39,0.7,81.57,17.36,7.700000000000001,41.7087,True,True,seca_principal,lluvioso
1984-07-24,1984,julio,Envigado,mixta,9.49,21.53,14.01,87.74,0.75,81.55,17.77,7.520000000000001,42.1992,True,True,seca_principal,lluvioso
1984-07-25,1984,julio,Itagüí,urbana,4.32,22.07,13.64,87.4,0.83,81.49,17.855,8.43,42.116,True,True,seca_principal,lluvioso
1984-07-26,1984,julio,Envigado,mixta,12.6,21.0,14.2,90.16,0.79,81.53,17.6,6.800000000000001,42.7998,True,True,seca_principal,lluvioso
1984-07-27,1984,julio,Sabaneta,suburbana,4.72,21.82,13.05,87.73,0.83,81.55,17.435,8.77,41.8049,True,True,seca_principal,lluvioso
1984-07-28,1984,julio,Envigado,mixta,10.28,21.78,13.97,88.17,0.75,81.59,17.875,7.81,42.44610000000001,True,True,seca_principal,lluvioso
1984-07-29,1984,julio,Envigado,mixta,13.61,21.94,14.67,87.68,0.86,81.61,18.305,7.270000000000001,42.63740000000001,True,True,seca_principal,lluvioso
1984-07-30,1984,julio,Bello,montañosa,10.92,21.19,13.87,88.43,0.81,81.67,17.53,7.320000000000002,42.1449,True,True,seca_principal,lluvioso
1984-07-31,1984,julio,Bello,montañosa,21.68,21.02,12.44,86.27,0.75,81.68,16.73,8.58,40.6741,True,True,seca_principal,lluvioso
1984-08-01,1984,agosto,Itagüí,urbana,20.2,20.99,12.84,90.49,0.83,81.66,16.915,8.149999999999999,42.1957,True,True,seca_principal,lluvioso
1984-08-02,1984,agosto,Sabaneta,suburbana,15.55,20.01,14.31,92.09,0.41,81.67,17.16,5.700000000000001,43.2627,True,True,seca_principal,lluvioso
1984-08-03,1984,agosto,Itagüí,urbana,5.85,20.31,14.14,91.33,0.56,81.64,17.225,6.169999999999998,42.9719,True,True,seca_principal,lluvioso
1984-08-04,1984,agosto,Bello,montañosa,0.59,21.49,14.56,86.41,0.62,81.65,18.025,6.929999999999998,42.1063,True,True,seca_principal,lluvioso
1984-08-05,1984,agosto,Envigado,mixta,2.31,21.64,14.38,85.13,1.0,81.66,18.01,7.26,41.4029,True,True,seca_principal,lluvioso
1984-08-06,1984,agosto,Sabaneta,suburbana,2.66,22.71,13.54,85.27,0.99,81.63,18.125,9.170000000000002,41.5711,True,True,seca_principal,lluvioso
1984-08-07,1984,agosto,Sabaneta,suburbana,7.86,22.42,14.32,87.41,0.84,81.56,18.37,8.100000000000001,42.6273,True,True,seca_principal,lluvioso
1984-08-08,1984,agosto,Bello,montañosa,16.39,21.78,13.87,88.03,0.69,81.56,17.825,7.910000000000002,42.3919,True,True,seca_principal,lluvioso
1984-08-09,1984,agosto,Envigado,mixta,22.29,21.28,15.24,91.22,0.7,81.53,18.26,6.040000000000001,43.8726,True,True,seca_principal,lluvioso
1984-08-10,1984,agosto,Itagüí,urbana,18.4,21.15,14.47,88.78,0.69,81.53,17.81,6.679999999999998,42.6244,True,True,seca_principal,lluvioso
1984-08-11,1984,agosto,Itagüí,urbana,4.73,20.58,14.28,88.56,0.65,81.54,17.43,6.299999999999999,42.1998,True,True,seca_principal,lluvioso
1984-08-12,1984,agosto,Bello,montañosa,2.1,21.88,13.78,86.54,0.79,81.58,17.83,8.1,41.8352,True,True,seca_principal,lluvioso
1984-08-13,1984,agosto,Medellín,urbana,5.26,20.82,13.85,88.84,0.82,81.57,17.335,6.970000000000001,42.07820000000001,True,True,seca_principal,lluvioso
1984-08-14,1984,agosto,Bello,montañosa,5.16,21.19,14.76,88.8,0.7,81.6,17.975,6.430000000000001,42.789,True,True,seca_principal,lluvioso
1984-08-15,1984,agosto,Itagüí,urbana,12.66,21.61,14.84,89.87,0.63,81.64,18.225,6.77,43.44110000000001,True,True,seca_principal,lluvioso
1984-08-16,1984,agosto,Sabaneta,suburbana,14.72,20.68,14.9,92.17,0.5,81.68,17.79,5.779999999999999,43.8561,True,True,seca_principal,lluvioso
1984-08-17,1984,agosto,Sabaneta,suburbana,15.53,21.03,14.37,91.14,0.57,81.66,17.7,6.660000000000002,43.3772,True,True,seca_principal,lluvioso
1984-08-18,1984,agosto,Medellín,urbana,13.12,17.58,14.83,95.94,0.46,81.69,16.205,2.749999999999998,43.5432,True,True,seca_principal,lluvioso
1984-08-19,1984,agosto,Envigado,mixta,11.48,21.84,14.22,89.64,0.52,81.66,18.03,7.619999999999999,43.24720000000001,True,True,seca_principal,lluvioso
1984-08-20,1984,agosto,Medellín,urbana,13.32,20.92,15.12,91.45,0.66,81.63,18.02,5.800000000000002,43.7365,True,True,seca_principal,lluvioso
1984-08-21,1984,agosto,Envigado,mixta,11.7,20.37,14.86,92.7,0.58,81.6,17.615,5.510000000000002,43.8,True,True,seca_principal,lluvioso
1984-08-22,1984,agosto,Bello,montañosa,7.21,17.85,13.91,94.85,0.51,81.6,15.88,3.940000000000001,42.8235,True,True,seca_principal,lluvioso
1984-08-23,1984,agosto,Itagüí,urbana,10.05,16.92,13.37,95.55,0.8,81.53,15.145,3.550000000000002,42.1165,True,True,seca_principal,lluvioso
1984-08-24,1984,agosto,Envigado,mixta,3.04,19.42,13.85,91.72,0.55,81.5,16.635,5.570000000000002,42.51760000000001,True,True,seca_principal,lluvioso
1984-08-25,1984,agosto,Itagüí,urbana,3.94,20.69,14.35,89.84,0.64,81.59,17.52,6.340000000000002,42.7192,True,True,seca_principal,lluvioso
1984-08-26,1984,agosto,Sabaneta,suburbana,9.98,20.94,14.14,90.48,0.95,81.59,17.54,6.800000000000001,42.7334,True,True,seca_principal,lluvioso
1984-08-27,1984,agosto,Itagüí,urbana,5.52,22.16,13.67,86.16,0.91,81.53,17.915,8.49,41.7108,True,True,seca_principal,lluvioso
1984-08-28,1984,agosto,Sabaneta,suburbana,12.94,21.13,14.91,90.24,0.6,81.56,18.02,6.219999999999999,43.3792,True,True,seca_principal,lluvioso
1984-08-29,1984,agosto,Envigado,mixta,4.44,21.8,14.48,88.82,0.67,81.66,18.14,7.32,42.9816,True,True,seca_principal,lluvioso
1984-08-30,1984,agosto,Bello,montañosa,6.64,21.05,14.07,88.99,0.71,81.7,17.56,6.98,42.4297,True,True,seca_principal,lluvioso
1984-08-31,1984,agosto,Envigado,mixta,3.75,20.7,13.66,89.22,0.76,81.68,17.18,7.039999999999999,42.09060000000001,True,True,seca_principal,lluvioso
1984-09-01,1984,septiembre,Itagüí,urbana,12.16,21.93,13.65,87.31,0.58,81.7,17.79,8.28,42.1963,True,True,seca_principal,lluvioso
1984-09-02,1984,septiembre,Itagüí,urbana,17.38,21.22,14.28,90.11,0.75,81.74,17.75,6.94,42.9613,True,True,seca_principal,lluvioso
1984-09-03,1984,septiembre,Medellín,urbana,4.19,21.26,14.22,89.58,0.72,81.71,17.74,7.040000000000001,42.7974,True,True,seca_principal,lluvioso
1984-09-04,1984,septiembre,Medellín,urbana,15.19,21.39,14.59,89.28,0.68,81.69,17.99,6.800000000000001,42.97640000000001,True,True,seca_principal,lluvioso
1984-09-05,1984,septiembre,Itagüí,urbana,16.99,21.09,13.4,89.88,0.73,81.68,17.245,7.69,42.3944,True,True,seca_principal,lluvioso
1984-09-06,1984,septiembre,Medellín,urbana,13.66,21.41,14.98,89.43,0.55,81.57,18.195,6.43,43.32190000000001,True,True,seca_principal,lluvioso
1984-09-07,1984,septiembre,Sabaneta,suburbana,11.29,17.9,14.51,96.55,0.49,81.56,16.205,3.389999999999999,43.7235,True,True,seca_principal,lluvioso
1984-09-08,1984,septiembre,Sabaneta,suburbana,13.71,21.32,13.97,90.14,0.44,81.64,17.645,7.35,43.0832,True,True,seca_principal,lluvioso
1984-09-09,1984,septiembre,Envigado,mixta,7.37,18.01,14.12,94.0,0.68,81.61,16.065,3.890000000000002,42.60900000000001,True,True,seca_principal,lluvioso
1984-09-10,1984,septiembre,Envigado,mixta,8.13,18.79,13.87,91.83,0.52,81.54,16.33,4.92,42.2699,True,True,seca_principal,lluvioso
1984-09-11,1984,septiembre,Itagüí,urbana,14.48,20.29,13.62,92.18,0.61,81.53,16.955,6.67,42.9474,True,True,seca_principal,lluvioso
1984-09-12,1984,septiembre,Medellín,urbana,14.97,20.51,14.16,91.2,0.59,81.59,17.335,6.350000000000001,43.01800000000001,True,True,seca_principal,lluvioso
1984-09-13,1984,septiembre,Bello,montañosa,9.6,20.96,14.71,92.28,0.49,81.54,17.835,6.25,43.9444,True,True,seca_principal,lluvioso
1984-09-14,1984,septiembre,Itagüí,urbana,5.97,19.36,13.95,90.56,0.91,81.55,16.655,5.41,41.9028,True,True,seca_principal,lluvioso
1984-09-15,1984,septiembre,Sabaneta,suburbana,13.92,19.97,13.14,91.32,0.49,81.45,16.555,6.829999999999998,42.3476,True,True,seca_principal,lluvioso
1984-09-16,1984,septiembre,Bello,montañosa,12.88,21.66,13.62,87.07,0.74,81.43,17.64,8.040000000000001,41.8551,True,True,seca_principal,lluvioso
1984-09-17,1984,septiembre,Itagüí,urbana,19.5,20.07,14.24,92.2,0.71,81.5,17.155,5.83,43.084,True,True,seca_principal,lluvioso
1984-09-18,1984,septiembre,Bello,montañosa,12.89,18.71,14.39,95.28,0.5,81.51,16.55,4.32,43.6424,True,True,seca_principal,lluvioso
1984-09-19,1984,septiembre,Medellín,urbana,3.48,17.3,12.76,92.45,1.08,81.59,15.03,4.540000000000001,40.7825,True,True,seca_principal,lluvioso
1984-09-20,1984,septiembre,Medellín,urbana,8.75,20.38,11.47,88.57,0.79,81.51,15.925,8.909999999999998,40.6001,True,True,seca_principal,lluvioso
1984-09-21,1984,septiembre,Bello,montañosa,9.42,18.5,11.94,91.27,0.71,81.55,15.22,6.56,40.8421,True,True,seca_principal,lluvioso
1984-09-22,1984,septiembre,Medellín,urbana,7.97,18.86,13.09,91.25,0.6,81.63,15.975,5.77,41.6675,True,True,seca_principal,lluvioso
1984-09-23,1984,septiembre,Medellín,urbana,9.33,19.84,13.64,91.68,0.53,81.58,16.74,6.199999999999999,42.6234,True,True,seca_principal,lluvioso
1984-09-24,1984,septiembre,Bello,montañosa,5.75,19.08,13.23,89.8,0.61,81.52,16.155,5.849999999999998,41.362,True,True,seca_principal,lluvioso
1984-09-25,1984,septiembre,Bello,montañosa,6.2,19.66,13.7,91.16,0.42,81.49,16.68,5.960000000000001,42.4688,True,True,seca_principal,lluvioso
1984-09-26,1984,septiembre,Itagüí,urbana,2.81,20.69,13.68,89.39,0.56,81.54,17.185,7.010000000000002,42.2917,True,True,seca_principal,lluvioso
1984-09-27,1984,septiembre,Medellín,urbana,5.63,22.42,14.09,86.8,0.69,81.55,18.255,8.330000000000002,42.416,True,True,seca_principal,lluvioso
1984-09-28,1984,septiembre,Bello,montañosa,6.89,22.88,14.32,86.39,0.77,81.53,18.6,8.559999999999999,42.5697,True,True,seca_principal,lluvioso
1984-09-29,1984,septiembre,Itagüí,urbana,19.78,21.75,14.61,88.83,0.76,81.59,18.18,7.140000000000001,42.9619,True,True,seca_principal,lluvioso
1984-09-30,1984,septiembre,Sabaneta,suburbana,11.64,21.78,14.02,87.78,0.81,81.67,17.9,7.760000000000002,42.3004,True,True,seca_principal,lluvioso
1984-10-01,1984,octubre,Envigado,mixta,6.79,21.78,13.35,88.99,0.85,81.67,17.565,8.430000000000001,42.3367,True,True,lluviosa,lluvioso
1984-10-02,1984,octubre,Sabaneta,suburbana,11.55,16.87,14.12,94.06,0.73,81.61,15.495,2.750000000000002,42.0238,True,True,lluviosa,lluvioso
1984-10-03,1984,octubre,Bello,montañosa,8.81,20.72,13.58,90.01,0.9,81.58,17.15,7.139999999999999,42.2233,True,True,lluviosa,lluvioso
1984-10-04,1984,octubre,Itagüí,urbana,13.83,19.67,14.22,92.68,0.66,81.6,16.945,5.450000000000001,43.0674,True,True,lluviosa,lluvioso
1984-10-05,1984,octubre,Itagüí,urbana,11.91,18.48,13.67,92.49,0.56,81.69,16.075,4.81,42.2047,True,True,lluviosa,lluvioso
1984-10-06,1984,octubre,Sabaneta,suburbana,11.14,18.93,12.87,91.86,0.57,81.75,15.9,6.06,41.8148,True,True,lluviosa,lluvioso
1984-10-07,1984,octubre,Sabaneta,suburbana,16.12,18.62,13.27,88.67,0.6,81.76,15.945,5.350000000000001,40.7861,True,True,lluviosa,lluvioso
1984-10-08,1984,octubre,Sabaneta,suburbana,18.53,19.82,12.89,89.32,0.55,81.7,16.355,6.93,41.44560000000001,True,True,lluviosa,lluvioso
1984-10-09,1984,octubre,Envigado,mixta,7.97,20.02,13.57,91.98,0.7,81.55,16.795,6.449999999999999,42.65840000000001,True,True,lluviosa,lluvioso
1984-10-10,1984,octubre,Itagüí,urbana,4.92,17.91,13.71,93.95,0.6,81.57,15.81,4.199999999999999,42.3935,True,True,lluviosa,lluvioso
1984-10-11,1984,octubre,Itagüí,urbana,17.44,20.15,13.92,94.03,0.85,81.6,17.035,6.229999999999999,43.4699,True,True,lluviosa,lluvioso
1984-10-12,1984,octubre,Sabaneta,suburbana,13.27,20.06,14.89,94.6,0.59,81.57,17.475,5.169999999999998,44.28,True,True,lluviosa,lluvioso
1984-10-13,1984,octubre,Bello,montañosa,15.34,18.92,14.99,95.14,0.54,81.52,16.955,3.930000000000001,43.97320000000001,True,True,lluviosa,lluvioso
1984-10-14,1984,octubre,Bello,montañosa,19.79,18.46,13.92,94.15,0.67,81.5,16.19,4.540000000000001,42.7905,True,True,lluviosa,lluvioso
1984-10-15,1984,octubre,Sabaneta,suburbana,18.15,21.07,13.29,89.95,0.51,81.53,17.18,7.780000000000001,42.5065,True,True,lluviosa,lluvioso
1984-10-16,1984,octubre,Bello,montañosa,13.83,17.83,14.28,96.92,0.63,81.58,16.055,3.549999999999999,43.5976,True,True,lluviosa,lluvioso
1984-10-17,1984,octubre,Bello,montañosa,16.45,19.03,13.49,92.74,0.65,81.65,16.26,5.540000000000001,42.4092,True,True,lluviosa,lluvioso
